Compound	KEGG_ID
"3,4-Dihydrospheroidene"	C15895
Thermocryptoxanthin-11	C15952
Thermocryptoxanthin-13	C15954
Thermocryptoxanthin-15	C15955
Zeaxanthin diglucoside	C15969
7-Cyano-7-carbaguanine	C15996
7-Cyano-7-deazaguanine	C15996
Met-enkephalin-Arg-Phe	C16043
Pancreatic polypeptide	C16117
"4,4'-Diaponeurosporene"	C16145
Insulin-like peptide 5	C16178
3-Hydroxy-2-naphthoate	C16212
Cyanidin 5-O-glucoside	C16298
(+)-7-Isojasmonic acid	C16317
trans-2-Enoyl-OPC8-CoA	C16328
trans-2-Enoyl-OPC6-CoA	C16332
trans-2-Enoyl-OPC4-CoA	C16336
Heptadecatrienoic acid	C16344
2-Amino-4-nitrotoluene	C16398
2-Methylphloroglucinol	C16401
Dihydrozeatin riboside	C16447
8-C-Glucosylnaringenin	C16492
"2-Methyl-1,3-butadiene"	C16521
"1,5-Anhydro-D-mannitol"	C16538
alpha-Hydroxytamoxifen	C16544
Isophosphamide mustard	C16559
Morphine-6-glucuronide	C16578
2-Oxooctanedionic acid	C16589
2-Hydroxycarbamazepine	C16601
3-Hydroxycarbamazepine	C16602
2-Hydroxyiminostilbene	C16604
6-Methylmercaptopurine	C16614
"N,N'-Diacetylhydrazine"	C16622
Cholerae autoinducer-1	C16640
Morphine-3-glucuronide	C16643
4-Hydroxyvalproic acid	C16649
5-Hydroxyvalproic acid	C16650
3-Hydroxyvalproic acid	C16651
Tryparedoxin disulfide	C16664
Benzylpenicilloic acid	C16672
"2,4-Dihydroxyquinoline"	C16716
beta-Phenylalanoyl-CoA	C16833
L-Pyrrolysyl-tRNA(Pyl)	C17027
2-Deoxy-scyllo-inosose	C17209
3-Phenylpropionaldoxim	C17236
Isobutyl glucosinolate	C17256
8-Dehydroxythienamycin	C17368
sec-o-Glucosylhamaudol	C17484
N-Methylanthranilamide	C17512
Condurango glycoside A	C17553
Undecaprenyl phosphate	C17556
5'-Hydroxystreptomycin	C17571
6'''-Hydroxyneomycin C	C17588
(6E)-8-Hydroxygeraniol	C17621
12-Epideoxycholic acid	C17646
beta-Phocaecholic acid	C17654
3-Phenylpropyl acetate	C17663
2-Phenylpropyl acetate	C17665
1-Phenylpropyl acetate	C17666
Curcumin monoglucoside	C17749
2-Descarboxy-betanidin	C17757
Condurango glycoside C	C17769
Hydroxy-gamma-sanshool	C17827
(+)-Demethoxyaschantin	C17844
Sedanonic acid lactone	C17875
10-Hydroxycamptothecin	C17939
N-Acetyl-L-Glufosinate	C17952
gamma-L-Glutamyl-[acp]	C18006
"p-Menth-8-ene-1,2-diol"	C18020
Aldosterone hemiacetal	C18039
Lavandulyl diphosphate	C18052
2'-Hydroxyferulic acid	C18087
D-Allulose 6-phosphate	C18096
Octachlorodibenzofuran	C18113
Chorionic gonadotropin	C18185
4-Amino-2-nitrotoluene	C18320
5-Carboxyvanillic acid	C18338
Magnesium dipropionate	C18384
"(2S,3R)-Capreomycidine"	C18472
1-Naphthaleneacetamide	C18533
12-Deoxynogalonic acid	C18629
Lead hydrogen arsenate	C18648
Measles Phosphoprotein	C18991
Accessory protein p12I	C18994
tRNA with a 3' CCA end	C19085
alpha-Naphthylthiourea	C19136
"Dibenzo[def,p]chrysene"	C19174
"1,2,9,10-Dibenzopyrene"	C19174
"2-Chloro-1,3-butadiene"	C19208
Bromochloroacetic acid	C19212
"N,N'-Diacetylbenzidine"	C19217
"4,4'-Diacetylbenzidine"	C19217
"2,3-Dibromo-1-propanol"	C19224
"3,3'-Dichlorobenzidine"	C19225
Ethyl methanesulfonate	C19239
"Indeno[1,2,3-cd]pyrene"	C19251
Methyl isobutyl ketone	C19263
Benzoquinone aziridine	C19333
Benzo[ghi]fluoranthene	C19342
"2,13-Benzofluoranthene"	C19342
"1,3-Diethyl-2-thiourea"	C19400
"4,4'-Dimethylangelicin"	C19404
"4,5'-Dimethylangelicin"	C19405
"1,5-Naphthalenediamine"	C19463
Saccharated iron oxide	C19519
"Dihydro-2,5-furandione"	C19524
C.I. Solvent Yellow 14	C19525
"2,4,5-Trimethylaniline"	C19539
"2,4,6-Trimethylaniline"	C19540
Acriflavinium chloride	C19554
"9,10-Dihydroxystearate"	C19622
D-Arabitol 1-phosphate	C19674
(+)-5-Epiaristolochene	C19708
(E)-Phenylacetaldoxime	C19714
N-Hydroxy-L-tryptophan	C19716
24-Hydroxy-beta-amyrin	C19732
"4,4'-Diapolycopenedial"	C19798
Adenylyl-molybdopterin	C19848
26-Hydroxycastasterone	C19873
26-Hydroxybrassinolide	C19874
"1,1'-Dihydroxylycopene"	C19894
all-trans-Diatoxanthin	C19920
(+)-beta-Caryophyllene	C19973
Caribbean ciguatoxin 1	C20003
43-Deoxypectenotoxin 1	C20012
"3,4:5,6-Dibenzacridine"	C20122
"2,2-Dibromoacetic acid"	C20123
alpha-Methyltryptamine	C20127
Benzoyl isothiocyanate	C20170
(6E)-8-Hydroxygeranial	C20222
"Vitamin K2 2,3-epoxide"	C20265
Copal-8-ol diphosphate	C20270
N-Hydroxy-L-isoleucine	C20310
"N,N-Dihydroxy-L-valine"	C20314
Hydronitroxide radical	C20319
"2,5-Furandicarboxylate"	C20450
tRNA(Ala) hypoxanthine	C20458
"Valerena-4,7(11)-diene"	C20480
3-Geranylgeranylindole	C20525
"14,15-Epoxyemindole SB"	C20529
N1-Aminopropylagmatine	C20560
beta-L-Arabinofuranose	C20569
(S)-2-Chloropropanoate	C20608
GDP-alpha-D-perosamine	C20638
2'-O-Acetyl-ADP-ribose	C20658
(-)-Bornyl diphosphate	C20664
2-Amino-5-chlorophenol	C20669
26-Deglucoprotodioscin	C20678
13-Apo-beta-carotenone	C20696
3-Hydroxyoctanoic acid	C20793
"2,3-Dihydrothienamycin"	C20820
N5-Hydroxy-L-ornithine	C20850
gamma-Glutamyltyramine	C20926
Methylthioacryloyl-CoA	C20955
S-Adenosyl-L-methionine	C00019
alpha-Ketoglutaric acid	C00026
L-2-Aminopropionic acid	C00041
UDP-N-acetylglucosamine	C00043
Phosphoenolpyruvic acid	C00074
Uridine 5'-triphosphate	C00075
Inosine 5'-triphosphate	C00081
sn-Glycerol 3-phosphate	C00093
Cytidine 5'-diphosphate	C00112
"1,2,3-Trihydroxypropane"	C00116
CMP-N-acetylneuraminate	C00128
Isopentenyl diphosphate	C00129
D-2-Aminopropionic acid	C00133
3-Methyl-2-oxobutanoate	C00141
2-Oxo-3-methylbutanoate	C00141
Guanosine monophosphate	C00144
UDP-alpha-D-glucuronate	C00167
D-Glycerate 3-phosphate	C00197
3-Phospho-(R)-glycerate	C00197
Nucleoside triphosphate	C00201
2-Amino-6-hydroxypurine	C00242
beta-D-Gal-(1->4)-D-Glc	C00243
Aminoethylsulfonic acid	C00245
N-Acetylneuraminic acid	C00270
D-Erythrose 4-phosphate	C00279
"4-Androstene-3,17-dione"	C00280
gamma-Aminobutyric acid	C00334
D-Glucosamine phosphate	C00352
Thymidine monophosphate	C00364
"(1,6-alpha-D-Glucosyl)n"	C00372
"(1,6-alpha-D-Glucosyl)m"	C00372
5-Amino-4-oxopentanoate	C00430
N-Carbamoyl-L-aspartate	C00438
N-Formimino-L-glutamate	C00439
Nicotinamide nucleotide	C00455
"N,N-Dimethylmethanamine"	C00565
Phenylacetyl coenzyme A	C00582
D-arabino-2-Deoxyhexose	C00586
trans-Coniferyl alcohol	C00590
L-Cysteinesulfinic acid	C00606
sn-Glycerol 1-phosphate	C00623
Pyridoxine 5'-phosphate	C00627
D-Glycerate 2-phosphate	C00631
2-Phospho-(R)-glycerate	C00631
4-Hydroxymandelonitrile	C00650
4-Methylene-L-glutamate	C00651
"D-Arabinono-1,4-lactone"	C00652
Poly(ribitol phosphate)	C00653
Xanthosine 5'-phosphate	C00655
trans-Didehydroacyl-CoA	C00658
5-L-Glutamyl-L-cysteine	C00669
"(1,4-alpha-D-Glucosyl)n"	C00718
Trimethylammonioacetate	C00719
5-Hydroxyfuranocoumarin	C00758
all-trans-Retinoic acid	C00777
8-Hydroxyfuranocoumarin	C00841
3-Hydroxypropanoic acid	C01013
3-Hydroxypropionic acid	C01013
cis-4-Hydroxy-L-proline	C01015
6-Hydroxynicotinic acid	C01020
4-Guanidinobutyric acid	C01035
(R)-5-Phosphomevalonate	C01107
"1,2,3-Trihydroxybenzene"	C01108
4-Methylene-L-glutamine	C01109
5-Amino-2-oxopentanoate	C01110
2-Oxo-5-aminopentanoate	C01110
"7,8-Dihydroxykynurenate"	C01111
D-Arabinose 5-phosphate	C01112
D-Galactose 6-phosphate	C01113
"L-Arabinono-1,4-lactone"	C01114
"L-Galactono-1,4-lactone"	C01115
Nucleoside 5'-phosphate	C01117
O-Succinyl-L-homoserine	C01118
Oxidized dithiothreitol	C01119
Sphinganine 1-phosphate	C01120
Streptidine 6-phosphate	C01121
"cis-2,3-Dehydroacyl-CoA"	C01122
Tartronate semialdehyde	C01146
"Ribose 1,5-bisphosphate"	C01151
"1,3,8-Naphthalenertriol"	C01173
4-Hydroxyphenylpyruvate	C01179
3-Deoxyoctulosonic acid	C01187
Tetrahydromethanopterin	C01217
"2',3'-Cyclic nucleotide"	C01240
2-Hydroxypropanoic acid	C01432
2-Hydroxypropionic acid	C01432
Benzylideneacetophenone	C01484
5-Methoxyfuranocoumarin	C01557
Benzoylaminoacetic acid	C01586
"2,5-Diaminovaleric acid"	C01602
"N,N'-Diacetylchitobiose"	C01674
beta-Mercaptoethylamine	C01678
O-Galactosylsphingosine	C01747
"3,5-Dioxo-hexanoic acid"	C01757
D-2-Aminopentanoic acid	C01799
L-2-Aminopentanoic acid	C01826
8-Methoxyfuranocoumarin	C01864
1-Oxa-2-oxocycloheptane	C01880
6-Deoxy-L-mannonic acid	C01934
all-trans-Retinyl ester	C02075
all-trans-beta-Carotene	C02094
2-Aminophenoxazin-3-one	C02161
"1,3,5-Trihydroxybenzene"	C02183
UDP-alpha-D-glucosamine	C02200
2-Deoxy-D-ribosyl-base1	C02269
2-Deoxy-D-ribosyl-base2	C02269
"9beta,11alpha-PGF2alpha"	C02314
2-Hydroxybenzyl alcohol	C02323
2-(Hydroxymethyl)phenol	C02323
beta-D-arabino-Hexulose	C02336
(S)-2-Aminobutyric acid	C02356
gamma-Aminooxaloacetate	C02362
O-beta-D-Xylosylprotein	C02399
"L-2,3-Dihydroxypropanal"	C02426
alpha-Methylbenzylamine	C02455
Dihydrosirohydrochlorin	C02463
"3,5,3'-Triiodothyronine"	C02465
alpha-6-Deoxy-L-mannose	C02476
"cis,cis-Hexadienedioate"	C02480
(Ac)2-L-lysyl-D-alanine	C02487
5-O-Feruloylquinic acid	C02572
3-O-Feruloylquinic acid	C02572
Methylene chlorobromide	C02661
"D-Galactono-1,5-lactone"	C02669
"D-Glucurono-3,6-lactone"	C02670
2-Amino-1-phenylethanol	C02735
enol-Phenylpyruvic acid	C02763
10-Hydroxydecanoic acid	C02774
"2,5-Diketogluconic acid"	C02780
3-Hydroxy-DL-kynurenine	C02794
"1,2,4-Trihydroxybenzene"	C02814
Cyclohexylsulfamic acid	C02824
Cyclohexylamide sulfate	C02824
"N,N-Dimethylbenzenamine"	C02846
D-Ribose 5-triphosphate	C02884
(S)-Tetrahydropalmatine	C02890
beta-Cyclopiazonic acid	C02899
N(1)-Methylnicotinamide	C02918
3-Dehydro-D-sphinganine	C02934
N4-Acetylaminobutanoate	C02946
"(2S,3S)-Butane-2,3-diol"	C03046
Guanidinopropionic acid	C03065
3-Methylbut-2-enoyl-CoA	C03069
N-Aminoacyl-L-histidine	C03095
Deacetylcephalosporin C	C03112
"N,N-Dimethylmethanamide"	C03134
Phosphoguanidinoacetate	C03166
2-Phosphonoacetaldehyde	C03167
Trypanothione disulfide	C03170
(Methylthio)acetic acid	C03173
DL-Glycerol 1-phosphate	C03189
DL-Glyceryl 1-phosphate	C03189
DL-Glycerol 3-phosphate	C03189
"8,11,14-Eicosatrienoate"	C03242
(S)-3-Amino-isobutyrate	C03284
L-Glutamate 5-phosphate	C03287
Vitamin K1 hydroquinone	C03313
"(2,1-beta-D-Fructosyl)n"	C03323
"(1,2-beta-D-Fructosyl)n"	C03323
"(1,2-beta-D-Fructosyl)m"	C03323
(6S)-Hydroxyhyoscyamine	C03325
(Ac)2-L-Lys-D-Ala-D-Ala	C03326
(R)-2-(n-Propyl)-malate	C03328
(S)-Tetrahydroberberine	C03329
(Ubiquitin)n-calmodulin	C03330
"2,3,5-Trihydroxytoluene"	C03338
"2,3-Bisphosphoglycerate"	C03339
Dihydrodipicolinic acid	C03340
"2,3-Dihydrodipicolinate"	C03340
2-Amino-4-oxopentanoate	C03341
2-Dehydro-D-galactonate	C03342
2-Methylacetoacetyl-CoA	C03344
2-Methylbut-2-enoyl-CoA	C03345
"3,5-Dichloro-L-tyrosine"	C03347
"3,6-Dideoxy-L-galactose"	C03348
3-Aminopropanesulfonate	C03349
3-Hydroxybenzyl alcohol	C03351
3-Methoxybenzyl alcohol	C03352
3-Methylthiopropanamine	C03354
3-Methylthiopropylamine	C03354
3-Phospho-D-erythronate	C03356
4-Acetamidobutanoyl-CoA	C03357
4-Chloro-2-methylphenol	C03359
4-Nitrophenyl phosphate	C03360
5'-Acylphosphoadenosine	C03361
5-L-Glutamyl amino acid	C03363
5-O-Methyl-myo-inositol	C03365
5-Phosphonooxy-L-lysine	C03366
6-alpha-Maltosylglucose	C03367
7''-O-Phosphohygromycin	C03368
Acylglycerone phosphate	C03372
Aminoimidazole ribotide	C03373
Bilirubin-glucuronoside	C03374
Bis(3-aminopropyl)amine	C03375
Coagulation Factor VIIa	C03378
"D-Galactono-1,4-lactone"	C03383
D-Galactose 1-phosphate	C03384
"D-Glucurono-6,2-lactone"	C03387
DNA 6-methylaminopurine	C03391
Dimethylsulfonioacetate	C03392
4-Phospho-D-erythronate	C03393
Erythrulose 1-phosphate	C03394
Fatty acid methyl ester	C03395
Glycoside of aldohexose	C03400
"L-2,3-Diaminopropanoate"	C03401
"L-2,3-Diaminopropionate"	C03401
L-Asparaginyl-tRNA(Asn)	C03402
L-Tyrosine methyl ester	C03404
N-(L-Arginino)succinate	C03406
L-Argininosuccinic acid	C03406
N-Acetylgalactosaminate	C03408
N-Formimino-L-aspartate	C03409
N-Glycoloyl-neuraminate	C03410
N-Glycosyl-L-asparagine	C03411
N-Palmitoylglycoprotein	C03412
"N1,N12-Diacetylspermine"	C03413
N2-Malonyl-D-tryptophan	C03414
N2-Succinyl-L-ornithine	C03415
"N6,N6-Dimethyladenosine"	C03416
Nucleoside 2'-phosphate	C03418
Nucleoside 3'-phosphate	C03419
O-Palmitoylglycoprotein	C03422
O-beta-D-Glucosylzeatin	C03423
Oleic acid methyl ester	C03425
Prephytoene diphosphate	C03427
Presqualene diphosphate	C03428
Protein 5-hydroxylysine	C03429
S-Inosyl-L-homocysteine	C03431
Streptamine 4-phosphate	C03433
Tetrachlorohydroquinone	C03434
beta-D-Fructofuranoside	C03437
beta-Lactam antibiotics	C03438
cis-4-Hydroxy-D-proline	C03440
dTDP-L-dihydrostreptose	C03442
p-Chloromercuribenzoate	C03444
O-Acetylneuraminic acid	C03525
Ribose-5-S-homocysteine	C03539
2-Aminoethylphosphonate	C03557
4-Hydroxy-2-oxovalerate	C03589
4-Hydroxybenzoylformate	C03590
1-O-Methyl-myo-inositol	C03659
3-O-Methyl-myo-inositol	C03660
4-Hydroxybenzyl cyanide	C03766
L-2-Amino-6-oxopimelate	C03871
Flavanone 7-O-glucoside	C04007
Protocatechuatealdehyde	C04043
Monoglucosyldiglyceride	C04046
3-Hydroxyisobutyryl-CoA	C04047
N6-Dimethylallyladenine	C04083
Solanesyl pyrophosphate	C04145
Flavonol 3-O-rutinoside	C04194
"3',5'-Cyclic nucleotide"	C04212
"1,2,6-Trigalloylglucose"	C04360
Bactoprenyl diphosphate	C04574
"(6R)-1,6-Dihydroinosine"	C04583
Toluene-cis-dihydrodiol	C04592
tRNA containing mnm5s2U	C04728
Ethanolamineplasmalogen	C04756
Ceramidetetrasaccharide	C04910
L-Glutamate methylester	C05016
4alpha-Methylzymosterol	C05103
"24,25-Dihydrolanosterol"	C05109
4-Imidazolone-5-acetate	C05133
Peptidyl-aminoacyl-tRNA	C05157
(S)-Hydroxydecanoyl-CoA	C05264
(S)-Hydroxyoctanoyl-CoA	C05266
(S)-Hydroxyhexanoyl-CoA	C05268
5-Methylbarbituric acid	C05281
7-O-Acetylsalutaridinol	C05322
3-Keto-beta-D-galactose	C05394
"L-Arabinono-1,5-lactone"	C05405
all-trans-zeta-Carotene	C05430
1H-Imidazole-4-methanol	C05562
3-Carboxymethylmuconate	C05592
Quercetin 3-O-glucoside	C05623
3-Phenyl-propionic acid	C05629
5-Hydroxyindolepyruvate	C05646
6-Hydroxykynurenic acid	C05663
beta-Aminopropionitrile	C05670
trans-Hex-2-enoyl-[acp]	C05748
trans-Oct-2-enoyl-[acp]	C05751
trans-Dec-2-enoyl-[acp]	C05754
3-Oxohexadecanoyl-[acp]	C05762
(2E)-Hexadecenoyl-[acp]	C05763
Vitamin K2 hydroquinone	C05819
N-Pantoyl-propanolamine	C05944
omega-N-Phosphoarginine	C05945
6-Keto-prostaglandin E1	C05962
3-Hydroxyisovaleryl-CoA	C05998
Methylcorrinoid protein	C06020
Co(I) corrinoid protein	C06021
"3-Aminopropane-1,2-diol"	C06057
Dimethylallyltryptophan	C06067
ent-Copalyl diphosphate	C06089
(-)-Copalyl diphosphate	C06089
"Hexan-1,6-dicarboxylate"	C06104
Sphingosine 1-phosphate	C06124
Ceramidepentasaccharide	C06129
"1,2-Dehydroreticulinium"	C06167
"(2,6-beta-D-Fructosyl)n"	C06215
L-Arabinose 1-phosphate	C06238
2-Aminobenzenesulfonate	C06333
3-Aminobenzenesulfonate	C06334
4-Aminobenzenesulfonate	C06335
4-O-Methyl-myo-inositol	C06352
6-O-Methyl-myo-inositol	C06353
2-Aryl-2-methylmalonate	C06388
Quinoline-4-carboxylate	C06414
"3,6-Deoxy-D-xylo-hexose"	C06471
"3,6-Anhydro-D-galactose"	C06474
4-Isopropylbenzaldehyde	C06577
"cis-1,3-Dichloropropene"	C06610
"cis-2,3-Dihydrodiol DDT"	C06649
Guanidinoproclavaminate	C06657
"2,4-Dichlorobenzoyl-CoA"	C06671
Capsular polysaccharide	C06705
(11E)-Tetradecenoyl-CoA	C06736
(11Z)-Tetradecenoyl-CoA	C06737
Feruloyl-polysaccharide	C06741
(4E)-2-Oxohexenoic acid	C06761
2-Oxohex-trans-4-enoate	C06761
beta-Bethylbenzoic acid	C07211
(1->3)-beta-D-Galactans	C07283
6-Methylhept-5-en-2-one	C07287
6-Methyl-5-hepten-2-one	C07287
Salicylazosulfapyridine	C07316
Quinapril hydrochloride	C07340
"1,3,7-Trimethylxanthine"	C07481
10-Hydroxycarbamazepine	C07493
"2-Phenyl-1,3-indandione"	C07584
Carboxycyclophosphamide	C07646
Chlorphenesin carbamate	C07930
Oxycodone hydrochloride	C08026
Chlorhexidine gluconate	C08038
Naftifine hydrochloride	C08072
Testosterone propionate	C08158
Prednisolone 21-acetate	C08180
Triamcinolone acetonide	C08183
Triamcinolone diacetate	C08184
Fludrocortisone acetate	C08186
beta-D-Digitalopyranose	C08235
beta-L-Oleandropyranose	C08237
3-Methylamino-L-alanine	C08291
(9Z)-Tetradecenoic acid	C08322
beta-D-Hamamelopyranose	C08351
alpha-D-Quinovopyranose	C08352
cis-9-Hexadecenoic acid	C08362
cis-6-Octadecenoic acid	C08363
(11E)-Octadecenoic acid	C08367
"1,2,3,5,6-Pentathiepane"	C08382
4-Hydroxyglucobrassicin	C08422
4-Methoxyglucobrassicin	C08423
Dehydromatricaria ester	C08446
6-Hydroxykynurenic acid	C08480
"Ethyl(E,Z)-decadienoate"	C08486
Indole-3-carboxaldehyde	C08493
Cyanidin 3-O-rutinoside	C08620
6-Hydroxyhetisan-11-one	C08708
Hellebrigenin 3-acetate	C08867
Methylripariochromene A	C09015
17-Hydroxyvobasan-3-one	C09021
"Ingenol 3,20-dibenzoate"	C09113
11-Hydroxycanthin-6-one	C09212
Erioflorin methacrylate	C09413
"(3E,6E)-alpha-Farnesene"	C09665
Hydroxyisopatchoulenone	C09686
"7,4'-Dihydroxyflavanone"	C09762
Scandoside methyl ester	C09798
(R)-(+)-alpha-Terpineol	C09902
(+)-8-Hydroxycalamenene	C09938
"5,6,7-Trihydroxyflavone"	C10023
"3,5,7-Trihydroxyflavone"	C10044
"3,5,7-Trimethoxyflavone"	C10045
Apigenin 7-methyl ether	C10046
Gossypetin 8-rhamnoside	C10050
Quercetin 3-galactoside	C10073
3-Hydroxyblancoxanthone	C10076
"5,7,8-Trihydroxyflavone"	C10113
Pinosylvin methyl ether	C10276
O-7-Angelylheliotridine	C10278
4'-Prenyloxyresveratrol	C10283
Alizarin 2-methyl ether	C10291
9-Heliotrylheliotridine	C10324
Obtusifolin 2-glucoside	C10381
Purpurin 1-methyl ether	C10397
Genistein 8-C-glucoside	C10420
p-Methoxycinnamaldehyde	C10475
4-Methoxycinnamaldehyde	C10475
(-)-Phaseollinisoflavan	C10515
Gomisin L1 methyl ether	C10621
1-(Methoxycarbonyl)urea	C10899
"N,N-Diethyl-m-toluamide"	C10935
"9,10-Dihydrokadsurenone"	C11053
5-Hydroxymethylfurfural	C11101
5-N-Methyloxaluric acid	C11117
5'-Methoxyhydnocarpin-D	C11162
Aminomethyl propanediol	C11260
Nimustine hydrochloride	C11276
Sulfolithocholylglycine	C11301
N-Acetyl-leucyl-leucine	C11333
Methyl tert-butyl ether	C11344
tert-Butyl methyl ether	C11344
(S)-1-Phenethyl alcohol	C11348
CPT-11 carboxylate form	C11365
"Phenanthrene-9,10-oxide"	C11429
Dihydro-3-coumaric acid	C11457
3-Hydroxy-L-tyrosyl-AMP	C11462
Calicheamicin gamma(1)I	C11469
(R)-2-Hydroxypropyl-CoM	C11496
2-(R)-Hydroxypropyl-CoM	C11496
(S)-2-Hydroxypropyl-CoM	C11498
2-(S)-Hydroxypropyl-CoM	C11498
Cobalt-sirohydrochlorin	C11538
alpha-Mannosylglycerate	C11544
"6,8-Di-(3,3-DMA)chrysin"	C11573
"15,16-Dihydrobiliverdin"	C11630
Geniposide pentaacetate	C11639
Arachidonylethanolamide	C11695
10-Deacetylbaccatin III	C11700
alpha-Methyl-m-tyramine	C11776
O(3)-Monoacetylmorphine	C11778
alpha-Methyl-m-tyrosine	C11820
4alpha-Kaur-16-en-18-al	C11873
(+)-Copalyl diphosphate	C11901
Labdadienyl diphosphate	C11901
syn-Copalyl diphosphate	C11902
Dihydromethanophenazine	C11904
dTDP-alpha-D-desosamine	C11911
dTDP-alpha-D-mycaminose	C11933
Avermectin B2b aglycone	C11955
Avermectin A2b aglycone	C11956
Avermectin B1b aglycone	C11963
Avermectin A1b aglycone	C11964
Avermectin B2a aglycone	C11971
Avermectin A2a aglycone	C11972
Avermectin B1a aglycone	C11979
Avermectin A1a aglycone	C11980
Maytansinol isobutyrate	C12045
Teichomycin A2 factor 2	C12046
(-)-Dehydroabietic acid	C12078
Delphinidin 3-glucoside	C12138
Petunidin 3-O-glucoside	C12139
1-Epideacetylbowdensine	C12169
p-Coumaroyl quinic acid	C12208
"1,2-Dihydrogalanthamine"	C12233
"cis-1,2-Cyclohexanediol"	C12313
dTDP-L-4-oxovancosamine	C12320
dTDP-beta-L-vancosamine	C12322
dTDP-beta-L-daunosamine	C12443
4'''-Demalonylsalvianin	C12641
Citric acid monohydrate	C12649
Dimefline hydrochloride	C12717
"3,4,6-Trichlorocatechol"	C12831
Etafenone hydrochloride	C12886
n-Decanohydroxamic acid	C12889
Mazaticol hydrochloride	C12948
Dilazep dihydrochloride	C12954
Ancitabin hydrochloride	C13112
n-Butyl-2-cyanoacrylate	C13415
Hydrocortisone caproate	C13422
Cephaloglycin anhydrous	C13440
"2-cis,4-trans-Xanthoxin"	C13453
Olprinone hydrochloride	C13546
"Cholest-5-ene-3,24-diol"	C13550
Teichomycin A2 factor 1	C13587
Teichomycin A2 factor 3	C13588
Teichomycin A2 factor 4	C13610
Teichomycin A2 factor 5	C13612
"3,3'-Dibromobisphenol A"	C13622
"4,5-Bisphenol-o-quinone"	C13628
4-Hydroxyphenyl acetate	C13636
m-Chlorophenylbiguanide	C13646
alpha-Methylnaphthalene	C14082
3-Methylsalicylaldehyde	C14087
4-Hydroxymethylcatechol	C14110
(1-Methylpropyl)benzene	C14142
"2,3-Didehydroadipyl-CoA"	C14144
"1,6-Dimethylnaphthalene"	C14217
"3,3'-Dihydroxyhexestrol"	C14243
4-(Phenylmethoxy)phenol	C14244
4-Heptyloxybenzoic acid	C14274
Furfural diethyl acetal	C14280
2-Furylmercury chloride	C14282
"4,4'-Methylenedianiline"	C14288
"11,12-Benzofluoranthene"	C14321
"1,2-Dimethylnaphthalene"	C14329
"2,6-Dimethylnaphthalene"	C14330
4-Chloro-3-methylphenol	C14331
Pentachloronitrobenzene	C14338
4-(2-Phenylethyl)phenol	C14340
"2,3,4-Trichlorobiphenyl"	C14357
"2,3,6-Trichlorobiphenyl"	C14359
16-Oxo-17beta-estradiol	C14383
Monohydroxymethoxychlor	C14389
1-Methyl-4-nitrobenzene	C14394
"1,3-Dichloro-2-propanol"	C14399
1-Chloro-2-nitrobenzene	C14407
2-Mercaptobenzothiazole	C14437
1-Amino-4-chlorobenzene	C14450
1-Chloro-4-nitrobenzene	C14456
2-Hydroxybenzo[a]pyrene	C14459
3-Hydroxybenzo[a]pyrene	C14461
17alpha-Methylestradiol	C14483
Norethindrone enanthate	C14486
1-Methyl-3-ethylbenzene	C14522
(R)-4'-Deoxyindenestrol	C14541
(S)-4'-Deoxyindenestrol	C14542
9-Hydroxybenzo[a]pyrene	C14556
8-Hydroxybenzo[a]pyrene	C14557
7-Hydroxybenzo[a]pyrene	C14558
5-Hydroxybenzo[a]pyrene	C14559
4-Hydroxybenzo[a]pyrene	C14560
"4,4'-Dimercaptobiphenyl"	C14569
1-Ethyl-2-methylbenzene	C14572
6-Hydroxybenzo[a]pyrene	C14576
3-Methoxy-17-epiestriol	C14593
N-p-Bromophenylthiourea	C14644
"2,3-Diphenyl-1-indanone"	C14657
Bis(2-chloroethyl)ether	C14688
"2,2'-Dichlorethyl ether"	C14688
"1,8-Dimethylnaphthalene"	C14703
trans-4-Hydroxystilbene	C14763
"1,4-Naphthohydroquinone"	C14785
1-Naphthylhydroxylamine	C14789
"Benzo[a]pyrene-7,8-diol"	C14852
Dichloroacetyl chloride	C14867
B-Norcholest-4-en-3-one	C15119
Bisphenol A propoxylate	C15208
2-Chloro-4-methylphenol	C15220
6-(Isopropylthio)purine	C15347
"Cholesta-3,5-dien-7-one"	C15357
Urethane dimethacrylate	C15448
4-Dimethylallylglycinol	C15510
8'-Hydroxyabscisic acid	C15514
"2,6-Dihydroxynicotinate"	C15523
[Cytochrome c]-arginine	C15528
2-Dehydro-L-idonic acid	C15673
4alpha-Methylfecosterol	C15776
24-Methylenecholesterol	C15781
(24R)-Ergost-4-en-3-one	C15785
2-Methyl-6-phytylquinol	C15882
Heparin binding peptide	C15920
L-Galactose 1-phosphate	C15926
(-)-Dihydrophaseic acid	C15971
Glucagon-like peptide 1	C16048
Glucagon-like peptide 2	C16049
L-Ascorbate 6-phosphate	C16186
Glycitein 7-O-glucoside	C16195
Naphthalene-1-sulfonate	C16201
Naphthalene-2-sulfonate	C16202
3-Oxooctadecanoyl-[acp]	C16219
beta-Ketostearoyl-[acp]	C16219
(2E)-Octadecenoyl-[acp]	C16221
(+)-6a-Hydroxymaackiain	C16230
o-Hydroxylaminobenzoate	C16235
"2,6-Dibromohydroquinone"	C16248
Petromyzonol 24-sulfate	C16259
Cyclopropanecarboxylate	C16267
(2E)-Dodecenedioic acid	C16308
